1	0
2	1
3	1.62
4	2.32
5	2.84
6	3.29
7	3.665
8	4.075
9	4.275
10	4.65
11	4.93
12	5.145
13	5.345
14	5.545
15	5.78
16	6.005
17	6.17
18	6.225
19	6.54
20	6.72
21	7.075
22	6.885
23	7.285
24	7.32
25	7.545
26	7.585
27	7.82
28	7.885
29	8.045
30	8.08
31	8.075
32	8.375
33	8.435
34	8.4
35	8.6
36	8.73
37	8.805
38	8.735
39	8.695
40	9.25
41	9.115
42	9.175
43	9.14
44	9.4
45	9.43
46	9.375
47	9.665
48	9.57
49	9.745
50	10.02
51	9.81
52	10.065
53	9.9
54	10.075
55	10.2
56	10.14
57	10.235
58	10.265
59	10.405
60	10.6
61	10.415
62	10.445
63	10.49
64	10.865
65	10.66
66	11.01
67	11.065
68	10.795
69	11.02
70	10.985
71	10.89
72	11.11
73	11.155
74	11.19
75	11.2
76	11.425
77	11.445
78	11.08
79	11.31
80	11.265
81	11.485
82	11.625
83	11.68
84	11.75
85	11.77
86	11.745
87	11.6
88	11.93
89	11.77
90	12.065
91	11.865
92	11.935
93	11.875
94	11.925
95	11.985
96	12.495
97	12.28
98	12.135
99	12.225
100	12.375
101	12.33
102	12.21
103	12.465
104	12.535
105	12.305
106	12.475
107	12.515
108	12.515
109	12.42
110	12.795
111	12.8
112	12.665
113	12.46
114	12.755
115	12.91
116	12.93
117	12.87
118	12.945
119	13.04
120	13.085
121	13.23
122	12.98
123	12.9
124	13.135
125	13.015
126	13.145
127	13.02
128	13.255
129	13.255
130	13.11
131	13.08
132	13.285
133	13.33
134	13.4
135	13.34
136	13.325
137	13.395
138	13.34
139	13.36
140	13.61
141	13.595
142	13.65
143	13.745
144	13.52
145	13.84
146	13.59
147	13.75
148	13.615
149	13.915
150	13.67
151	13.665
152	13.815
153	14.115
154	13.695
155	13.81
156	13.785
157	13.755
158	13.965
159	13.98
160	14.085
161	14.04
162	14.11
163	14.13
164	14.31
165	14.23
166	13.955
167	14.295
168	14.155
169	14.2
170	14.11
171	14.06
172	14.22
173	14.4
174	14.245
175	14.4
176	14.4
177	14.37
178	14.47
179	14.52
180	14.57
181	14.465
182	14.285
183	14.52
184	14.71
185	14.45
186	14.54
187	14.69
188	14.6
189	14.64
190	14.805
191	14.93
192	14.795
193	14.7
194	14.655
195	14.585
196	14.605
197	15.085
198	14.75
199	14.805
200	14.875
201	14.84
202	14.67
203	14.83
204	15.12
205	14.94
206	14.93
207	14.925
208	15.025
209	15.215
210	15.03
211	15.01
212	15.035
213	15.07
214	15.105
215	15.2
216	15.235
217	15.235
218	15.235
219	15.23
220	15.175
221	15.235
222	15.29
223	15.015
224	15.195
225	15.25
226	15.295
227	15.445
228	15.455
229	15.13
230	15.38
231	15.535
232	15.475
233	15.365
234	15.435
235	15.45
236	15.4
237	15.655
238	15.345
239	15.66
240	15.595
241	15.62
242	15.385
243	15.59
244	15.81
245	15.595
246	15.81
247	15.76
248	15.325
249	15.715
250	15.73
251	15.67
252	15.76
253	15.62
254	15.925
255	15.75
256	15.815
257	15.625
258	15.925
259	15.635
260	15.84
261	15.685
262	15.83
263	15.88
264	15.715
265	15.965
266	15.8
267	15.865
268	15.85
269	15.9
270	15.94
271	15.91
272	15.77
273	16.195
274	15.95
275	16.095
276	16.085
277	16.015
278	15.885
279	16.325
280	16.16
281	16.185
